Order Date,Region,State,Category,Sub-Category,Product Name,Sales,Profit,Quantity,Discount,Customer Segment,Ship Mode
08/12/2021,South,Kentucky,Furniture,Tables,Bretford Conference Table,7004.67,-259.14,13,0.1,Home Office,Standard Class
07/21/2021,South,Tennessee,Office Supplies,Art,Newell Highlighters,578.91,35.47,5,0.1,Home Office,Second Class
12/08/2022,South,Tennessee,Office Supplies,Supplies,X-Acto Cutting Mat,16.76,-0.01,1,0.4,Consumer,Standard Class
02/28/2022,West,Colorado,Office Supplies,Envelopes,Manila Envelopes,477.24,-91.36,9,0.4,Home Office,Same Day
02/16/2021,Central,Illinois,Office Supplies,Storage,Fellowes Storage Box,1822.2,284.78,14,0.2,Consumer,Second Class
08/05/2023,West,Montana,Furniture,Tables,Lesro Reception Table,1607.73,-222.14,4,0.3,Home Office,Same Day
04/27/2024,South,Florida,Technology,Machines,Epson Scanner,172.51,-20.89,7,0.3,Corporate,Standard Class
02/08/2022,East,Rhode Island,Furniture,Tables,Chromcraft Round Table,2006.97,537.03,8,0,Home Office,First Class
12/22/2022,South,Mississippi,Office Supplies,Art,Crayola Colored Pencils,1302.89,310.4,14,0.4,Home Office,First Class
09/18/2022,East,New Jersey,Office Supplies,Art,Sharpie Marker Set,189.16,-31.25,2,0,Corporate,Same Day
07/25/2024,West,Utah,Office Supplies,Binders,Cardinal Ring Binder,413.91,127.66,9,0.8,Consumer,Second Class
07/13/2023,South,Virginia,Furniture,Chairs,Bush Mid-Back Chair,7816.6,2509.95,10,0,Corporate,Second Class
11/03/2024,West,Utah,Technology,Copiers,Ricoh Office Copier,4820.85,78.63,8,0.3,Consumer,Standard Class
04/06/2022,East,Massachusetts,Office Supplies,Storage,Sterilite Storage Tote,334.43,8.16,9,0.15,Home Office,Same Day
06/23/2023,East,Pennsylvania,Office Supplies,Envelopes,Kraft Envelope Pack,2004.46,-377.94,9,0.1,Home Office,Second Class
06/28/2021,Central,Texas,Office Supplies,Labels,Avery Shipping Labels,1554.85,-167.66,8,0,Home Office,First Class
02/28/2022,South,North Carolina,Technology,Machines,HP LaserJet Printer,9060.83,628.54,13,0,Home Office,Second Class
10/05/2021,Central,Wisconsin,Office Supplies,Labels,Avery Round Labels,2091.68,722.66,13,0.3,Home Office,Second Class
10/16/2024,West,Nevada,Furniture,Tables,Bush Somerset Table,609.47,78.89,7,0.4,Home Office,Same Day
11/22/2023,South,Louisiana,Furniture,Bookcases,O'Sullivan 5-Shelf Bookcase,6439.66,1779.86,12,0.15,Corporate,Same Day
07/24/2024,Central,Nebraska,Furniture,Bookcases,O'Sullivan 5-Shelf Bookcase,737.52,-156.36,11,0.8,Home Office,Same Day
10/24/2022,West,Utah,Furniture,Furnishings,Advantus Wall Clock,3774.97,365.27,14,0.15,Home Office,Same Day
02/03/2021,Central,Texas,Furniture,Bookcases,O'Sullivan 5-Shelf Bookcase,816.66,-203.83,2,0,Corporate,Second Class
09/02/2024,West,Arizona,Furniture,Tables,Bretford Conference Table,471.9,70.17,6,0.15,Home Office,Second Class
05/30/2023,East,Vermont,Technology,Accessories,Kensington Keyboard,9386.59,-2340.53,11,0,Corporate,Standard Class
01/17/2021,West,Nevada,Technology,Copiers,Canon Copier,9465.77,3245.75,12,0.2,Corporate,Second Class
07/29/2021,South,Georgia,Furniture,Furnishings,Eldon Desk Lamp,549.53,-38.71,2,0.2,Corporate,Second Class
06/21/2023,West,Washington,Technology,Phones,Samsung Galaxy Charger,335.13,66.68,6,0.8,Corporate,Same Day
04/22/2024,West,Washington,Furniture,Chairs,Global Deluxe Task Chair,2766.55,21.12,12,0.3,Consumer,Second Class
09/10/2024,Central,Illinois,Furniture,Tables,Bretford Conference Table,2140.29,119.24,5,0.1,Home Office,Same Day
08/19/2021,Central,Texas,Furniture,Furnishings,Fellowes Monitor Stand,1395.63,-289.44,4,0.4,Consumer,First Class
01/24/2024,Central,Ohio,Office Supplies,Fasteners,Officemate Paper Clips,2102.72,678.49,11,0,Consumer,Standard Class
05/04/2021,East,New York,Office Supplies,Paper,Xerox Copy Paper,1161.52,147.68,13,0.3,Home Office,Same Day
06/21/2021,South,Alabama,Furniture,Chairs,Bush Mid-Back Chair,2349.74,-300.96,5,0,Consumer,First Class
12/01/2024,South,Mississippi,Technology,Phones,Motorola Phone Stand,1603.72,-171.31,7,0.8,Consumer,Standard Class
09/26/2024,South,Georgia,Office Supplies,Storage,Sterilite Storage Tote,668.46,-119.21,12,0.7,Home Office,Second Class
12/08/2021,East,New Jersey,Office Supplies,Envelopes,Security Envelopes,1127.67,309.07,6,0,Home Office,Standard Class
06/23/2022,East,Maine,Office Supplies,Labels,Avery Round Labels,756.62,36.08,12,0.6,Home Office,First Class
11/19/2021,East,New Hampshire,Technology,Machines,Brother Fax Machine,5381.47,831.29,5,0,Consumer,Second Class
08/25/2023,East,New York,Furniture,Chairs,Global Deluxe Task Chair,3485.16,-497.07,6,0.3,Consumer,Same Day
07/10/2022,West,Colorado,Furniture,Furnishings,Advantus Wall Clock,7321.32,-1305.83,14,0,Home Office,Standard Class
05/22/2021,West,Nevada,Technology,Phones,OtterBox Phone Cover,6358.18,-404.26,8,0.15,Consumer,Same Day
06/29/2024,East,Maine,Furniture,Tables,Chromcraft Round Table,825.79,275.08,4,0.4,Consumer,Second Class
01/15/2024,West,California,Office Supplies,Storage,Iris Stackable Bin,378.39,104.56,6,0.7,Corporate,Standard Class
05/10/2023,South,Virginia,Furniture,Chairs,HON Executive Leather Chair,7006.82,-1153.15,8,0,Corporate,Standard Class
07/28/2023,East,Massachusetts,Technology,Copiers,Sharp Digital Copier,8514.02,453.43,12,0,Home Office,Same Day
08/21/2022,East,New York,Office Supplies,Binders,GBC Binding Cover,926.63,-13.18,5,0.2,Home Office,First Class
02/20/2022,Central,Iowa,Office Supplies,Paper,Xerox Copy Paper,34.83,-6.5,3,0.6,Corporate,Same Day
07/15/2023,Central,Missouri,Furniture,Tables,Bush Somerset Table,759.62,-135.25,5,0.4,Consumer,First Class
12/27/2024,East,Massachusetts,Office Supplies,Binders,Avery Durable Binder,320.86,-70.79,4,0.2,Corporate,First Class
07/13/2021,West,California,Office Supplies,Supplies,X-Acto Cutting Mat,1610.93,-267.61,8,0,Consumer,Standard Class
11/06/2024,West,Oregon,Furniture,Furnishings,Advantus Wall Clock,310.05,31.52,11,0.7,Consumer,Standard Class
07/08/2021,East,Massachusetts,Technology,Copiers,Xerox WorkCentre Copier,1941.6,612.32,14,0.2,Consumer,Second Class
10/31/2024,South,Alabama,Office Supplies,Storage,Rubbermaid File Bin,628.45,185.38,7,0,Corporate,First Class
10/19/2023,South,North Carolina,Furniture,Chairs,Bush Mid-Back Chair,1545.42,-305.02,7,0.5,Corporate,Second Class
02/23/2023,South,South Carolina,Technology,Machines,Canon imageCLASS Printer,1170.42,89.78,13,0.8,Corporate,First Class
10/16/2022,Central,Missouri,Office Supplies,Binders,Avery Durable Binder,83.41,19.72,10,0.1,Corporate,Standard Class
07/25/2021,South,Kentucky,Office Supplies,Paper,HP Premium Paper,74.17,5.21,4,0.7,Home Office,Standard Class
04/30/2022,West,Utah,Office Supplies,Binders,GBC Binding Cover,1615.52,272.34,10,0.2,Home Office,Standard Class
10/06/2023,Central,Nebraska,Technology,Machines,HP LaserJet Printer,1800.82,-409.19,9,0.15,Consumer,Second Class
11/11/2022,West,California,Technology,Copiers,Canon Copier,8761.87,-399.06,10,0.1,Consumer,First Class
12/14/2023,East,New York,Furniture,Chairs,Global Deluxe Task Chair,9691.27,-250.48,14,0.2,Home Office,Same Day
11/19/2021,East,Maine,Office Supplies,Envelopes,Poly Mailer Bundle,1666.37,543.9,12,0.3,Home Office,First Class
09/25/2024,West,Montana,Technology,Accessories,Kensington Keyboard,4727.09,900.02,10,0,Corporate,Second Class
01/08/2022,West,California,Technology,Copiers,Canon Copier,8860.92,2928.7,10,0.2,Consumer,Standard Class
12/12/2022,South,North Carolina,Office Supplies,Art,Sharpie Marker Set,958.65,314.29,6,0,Home Office,First Class
11/20/2024,South,Florida,Office Supplies,Paper,HP Premium Paper,105.04,-19.45,2,0.2,Consumer,Standard Class
04/28/2023,South,Louisiana,Technology,Copiers,Xerox WorkCentre Copier,2469.27,-61.22,8,0.3,Corporate,Second Class
02/11/2021,West,Idaho,Furniture,Bookcases,Bush Wood Bookcase,4373.06,-898.58,6,0.15,Consumer,Same Day
05/01/2024,West,Washington,Technology,Phones,Motorola Phone Stand,5125.62,45.07,10,0.4,Home Office,Second Class
02/25/2022,South,North Carolina,Furniture,Bookcases,Bush Wood Bookcase,1773.89,325.02,4,0.3,Home Office,First Class
03/16/2023,Central,Wisconsin,Furniture,Bookcases,Sauder Heritage Bookcase,3795.36,-599.08,10,0.5,Corporate,Standard Class
07/18/2021,South,Georgia,Office Supplies,Supplies,X-Acto Cutting Mat,39.93,-2.99,1,0.1,Consumer,Same Day
09/15/2024,East,Connecticut,Office Supplies,Supplies,Tape Dispenser,805.91,-14.09,5,0,Corporate,Same Day
06/20/2023,Central,Ohio,Office Supplies,Storage,Sterilite Storage Tote,395.13,-35.11,8,0.15,Consumer,Second Class
04/22/2024,East,Pennsylvania,Technology,Accessories,Belkin Surge Protector,202.7,-3.6,4,0.5,Home Office,Same Day
06/11/2021,South,Mississippi,Furniture,Furnishings,Advantus Wall Clock,70.79,6.56,7,0.8,Home Office,Second Class
01/30/2022,East,New Hampshire,Furniture,Chairs,HON Executive Leather Chair,1177.71,403.92,3,0,Corporate,Second Class
03/06/2023,West,Arizona,Office Supplies,Art,Newell Highlighters,875.13,231.01,9,0.3,Home Office,Same Day
11/03/2021,East,Rhode Island,Office Supplies,Art,Bic Pen Pack,177.37,36.37,3,0.6,Consumer,Standard Class
06/25/2022,East,Connecticut,Technology,Accessories,Belkin Surge Protector,1256.08,144.92,7,0.7,Consumer,Second Class
03/22/2023,Central,Missouri,Furniture,Furnishings,Eldon Desk Lamp,274.88,54.28,6,0.8,Corporate,First Class
10/04/2023,East,Maine,Office Supplies,Labels,Avery Shipping Labels,481.16,160.47,14,0.8,Consumer,Second Class
05/23/2024,Central,Iowa,Office Supplies,Labels,Kroy Label Tape,534.69,-65.86,11,0,Corporate,Same Day
09/30/2022,Central,Texas,Technology,Machines,Canon imageCLASS Printer,3011.76,657.5,12,0.5,Home Office,Standard Class
03/09/2021,West,Nevada,Furniture,Bookcases,Hon Metal Bookcase,6622.94,1144.31,8,0,Corporate,First Class
05/11/2022,South,Kentucky,Office Supplies,Art,Newell Highlighters,537.56,-77.11,6,0.4,Corporate,First Class
02/26/2021,Central,Ohio,Office Supplies,Art,Crayola Colored Pencils,296.81,27.71,7,0,Consumer,Second Class
10/29/2024,West,Nevada,Office Supplies,Fasteners,Staples Standard Staples,136.83,18.94,1,0.4,Home Office,Standard Class
05/18/2023,West,Arizona,Technology,Accessories,SanDisk USB Drive,3175.36,-378.1,7,0.2,Corporate,Same Day
09/04/2022,East,New York,Technology,Accessories,SanDisk USB Drive,6529.97,-314.94,11,0,Corporate,First Class
11/04/2021,Central,Wisconsin,Technology,Accessories,Kensington Keyboard,8769.33,2045.52,9,0.1,Home Office,Same Day
08/29/2022,Central,Ohio,Technology,Phones,OtterBox Phone Cover,1761.83,338.34,5,0.3,Home Office,Second Class
11/05/2023,Central,Michigan,Technology,Copiers,Sharp Digital Copier,5067.74,1398.17,5,0,Consumer,First Class
10/24/2024,East,New Hampshire,Furniture,Tables,Bush Somerset Table,177.45,-6.54,6,0.7,Home Office,First Class
08/08/2023,South,Tennessee,Office Supplies,Labels,Avery Shipping Labels,1661.7,448.39,14,0,Home Office,Standard Class
12/22/2023,South,South Carolina,Technology,Phones,OtterBox Phone Cover,326.38,85.69,5,0.3,Consumer,Second Class
10/10/2022,Central,Missouri,Technology,Copiers,Xerox WorkCentre Copier,674.85,-135.99,14,0.8,Corporate,Second Class
03/05/2022,Central,Texas,Furniture,Furnishings,Advantus Wall Clock,6852.63,-1061.74,13,0,Consumer,Second Class
02/25/2023,South,Alabama,Office Supplies,Fasteners,Acco Binder Clips,134.38,25.32,1,0,Consumer,First Class
04/09/2022,West,California,Technology,Phones,Samsung Galaxy Charger,3793.42,-714.59,12,0.2,Home Office,First Class
07/23/2023,West,Washington,Furniture,Tables,Chromcraft Round Table,3268.83,-154.61,12,0.5,Home Office,Second Class
04/07/2023,Central,Iowa,Office Supplies,Paper,HP Premium Paper,51.87,17.68,1,0.1,Consumer,Standard Class
08/04/2024,West,Washington,Office Supplies,Storage,Rubbermaid File Bin,391.34,41.62,5,0.5,Consumer,Standard Class
06/29/2023,East,New York,Technology,Phones,OtterBox Phone Cover,4692.24,162.53,7,0,Consumer,Second Class
06/29/2024,East,Connecticut,Office Supplies,Art,Crayola Colored Pencils,72.03,17.89,10,0.8,Consumer,Standard Class
06/01/2024,Central,Illinois,Furniture,Furnishings,Tenex Chair Mat,2555.84,853.32,4,0.15,Corporate,Same Day
11/10/2024,Central,Ohio,Furniture,Furnishings,Tenex Chair Mat,1448.73,-351.1,8,0.2,Consumer,Standard Class
06/09/2022,South,North Carolina,Furniture,Bookcases,Sauder Heritage Bookcase,4177.22,1405.11,11,0.1,Corporate,Same Day
01/08/2023,East,Pennsylvania,Furniture,Bookcases,Bush Wood Bookcase,1151.21,222.33,13,0.7,Consumer,Standard Class
01/03/2023,East,New Jersey,Technology,Machines,Brother Fax Machine,1100.55,208.93,8,0.6,Corporate,First Class
07/11/2022,West,Washington,Office Supplies,Fasteners,Acco Binder Clips,1696.34,62.67,14,0.3,Corporate,Second Class
08/01/2021,East,New Jersey,Technology,Phones,Samsung Galaxy Charger,1665.24,152.15,7,0.6,Corporate,Second Class
09/17/2023,South,Tennessee,Technology,Phones,Samsung Galaxy Charger,8547.88,123.2,8,0,Consumer,First Class
11/30/2023,Central,Texas,Technology,Machines,Brother Fax Machine,1529.42,-294.96,9,0.8,Home Office,Second Class
02/18/2024,South,Tennessee,Technology,Copiers,Xerox WorkCentre Copier,436.24,135.51,10,0,Home Office,Same Day
05/09/2022,South,North Carolina,Furniture,Furnishings,Advantus Wall Clock,327.97,-38.17,6,0.15,Home Office,Same Day
03/19/2024,South,South Carolina,Furniture,Furnishings,Fellowes Monitor Stand,6190.39,112.92,8,0,Consumer,Same Day
02/16/2024,East,Pennsylvania,Office Supplies,Fasteners,Staples Standard Staples,1861.43,418.95,9,0,Home Office,First Class
04/02/2022,West,Idaho,Office Supplies,Envelopes,Kraft Envelope Pack,708.37,149.08,14,0.4,Home Office,Same Day
01/05/2021,Central,Iowa,Furniture,Bookcases,Hon Metal Bookcase,3601.43,1183.65,6,0.2,Corporate,First Class
04/19/2023,East,New York,Furniture,Furnishings,Tenex Chair Mat,947.83,-130.3,2,0.15,Corporate,Second Class
04/29/2023,South,South Carolina,Technology,Accessories,Logitech Wireless Mouse,302.95,31.29,1,0.7,Corporate,Same Day
04/13/2024,West,Idaho,Furniture,Bookcases,O'Sullivan 5-Shelf Bookcase,2829.41,837.81,8,0.5,Home Office,Second Class
05/08/2023,West,Washington,Office Supplies,Envelopes,Manila Envelopes,382.14,-32.8,10,0.8,Corporate,First Class
12/07/2024,South,North Carolina,Furniture,Furnishings,Advantus Wall Clock,4654.44,1448.96,9,0.2,Home Office,Second Class
10/09/2024,West,Nevada,Technology,Accessories,SanDisk USB Drive,474.36,154.17,3,0.8,Home Office,First Class
10/12/2024,East,Maine,Technology,Copiers,Ricoh Office Copier,2187.21,565.13,12,0.5,Consumer,Standard Class
02/14/2022,East,Vermont,Furniture,Bookcases,Sauder Heritage Bookcase,4427.54,708.56,5,0,Consumer,Standard Class
07/16/2023,Central,Michigan,Technology,Phones,Motorola Phone Stand,836.48,162.02,2,0.6,Consumer,Same Day
02/21/2023,West,Montana,Technology,Accessories,Logitech Wireless Mouse,5631.77,1889.42,7,0.3,Corporate,Standard Class
07/21/2024,East,Connecticut,Furniture,Furnishings,Tenex Chair Mat,1415.8,287.5,12,0.8,Home Office,Second Class
01/18/2022,West,Arizona,Office Supplies,Binders,Avery Durable Binder,77.66,-1.84,3,0.8,Corporate,First Class
11/08/2022,Central,Ohio,Furniture,Tables,Bretford Conference Table,1351.99,-305.6,8,0.8,Corporate,Standard Class
12/20/2024,Central,Iowa,Technology,Accessories,Logitech Wireless Mouse,862.07,-120.41,6,0.5,Consumer,Second Class
12/17/2022,South,Kentucky,Technology,Copiers,Canon Copier,2901.96,-149.04,4,0.1,Corporate,Second Class
10/01/2024,South,Kentucky,Technology,Phones,Apple iPhone Case,1120.35,151.65,6,0.4,Home Office,Second Class
06/10/2022,East,Maine,Office Supplies,Art,Bic Pen Pack,129.85,38.54,9,0.8,Corporate,Same Day
11/19/2023,South,Florida,Office Supplies,Paper,Boise Multi-Use Paper,87.03,28.18,2,0,Home Office,Standard Class
08/01/2021,East,Massachusetts,Technology,Machines,Epson Scanner,1999.27,554.16,4,0.5,Home Office,Same Day
03/19/2021,East,New Jersey,Furniture,Furnishings,Advantus Wall Clock,135.51,30.7,2,0,Home Office,Standard Class
07/14/2024,West,Arizona,Office Supplies,Fasteners,Acco Binder Clips,394.29,-6.43,7,0.3,Consumer,Standard Class
10/27/2023,East,New York,Technology,Phones,Motorola Phone Stand,1616.13,-111.82,2,0.15,Consumer,First Class
11/17/2021,South,Alabama,Office Supplies,Storage,Rubbermaid File Bin,290.16,-4.47,9,0.1,Home Office,First Class
02/08/2024,West,Arizona,Technology,Accessories,Logitech Wireless Mouse,1367.85,-307.68,14,0.5,Home Office,Same Day
04/26/2023,East,Connecticut,Furniture,Tables,Bush Somerset Table,799.48,-111.61,11,0.5,Home Office,First Class
08/13/2024,West,Washington,Furniture,Bookcases,O'Sullivan 5-Shelf Bookcase,2481.97,-520.18,9,0,Consumer,Second Class
07/24/2021,South,Tennessee,Office Supplies,Binders,GBC Binding Cover,38.63,-5.17,5,0.6,Corporate,Same Day
03/04/2024,Central,Nebraska,Technology,Accessories,Kensington Keyboard,7800.07,2536.55,10,0.2,Consumer,Standard Class
01/07/2023,Central,Michigan,Furniture,Furnishings,Advantus Wall Clock,598.51,165.63,3,0.7,Corporate,Same Day
08/15/2024,Central,Wisconsin,Office Supplies,Art,Sharpie Marker Set,2107.65,559.01,10,0,Consumer,Second Class
11/05/2023,Central,Illinois,Technology,Phones,Apple iPhone Case,10788.71,1050.18,11,0,Home Office,Second Class
01/20/2023,East,Rhode Island,Office Supplies,Supplies,X-Acto Cutting Mat,1405.38,145.82,7,0.1,Corporate,Second Class
01/16/2023,South,Kentucky,Technology,Phones,OtterBox Phone Cover,7248.0,1875.7,9,0,Home Office,Second Class
09/18/2023,West,Idaho,Furniture,Chairs,HON Executive Leather Chair,1275.36,54.31,6,0,Consumer,First Class
03/06/2023,Central,Michigan,Furniture,Chairs,Bush Mid-Back Chair,3819.68,-863.47,8,0.4,Home Office,First Class
03/31/2024,East,Rhode Island,Technology,Accessories,SanDisk USB Drive,840.26,119.49,9,0.6,Corporate,Standard Class
12/08/2022,Central,Missouri,Furniture,Furnishings,Advantus Wall Clock,3843.41,-945.64,8,0.4,Consumer,Same Day
11/04/2021,West,Nevada,Furniture,Tables,Bush Somerset Table,1016.27,183.32,3,0,Consumer,Second Class
10/14/2024,South,Tennessee,Technology,Phones,OtterBox Phone Cover,1327.31,-203.41,8,0.4,Corporate,Standard Class
07/13/2024,West,California,Furniture,Chairs,HON Executive Leather Chair,7235.12,-1171.23,9,0,Consumer,First Class
06/25/2021,West,Montana,Office Supplies,Storage,Sterilite Storage Tote,365.8,12.02,4,0.4,Corporate,Second Class
06/30/2024,West,Utah,Technology,Machines,HP LaserJet Printer,1867.19,344.52,11,0.5,Corporate,Same Day
08/11/2021,East,Massachusetts,Office Supplies,Fasteners,Bostitch Push Pins,118.47,35.02,1,0.1,Home Office,Same Day
12/25/2023,West,Washington,Furniture,Furnishings,Eldon Desk Lamp,918.06,133.7,9,0,Home Office,Standard Class
11/29/2024,South,Kentucky,Office Supplies,Envelopes,Kraft Envelope Pack,371.15,85.88,9,0.3,Corporate,First Class
04/22/2022,East,Vermont,Furniture,Tables,Lesro Reception Table,3769.85,1040.7,14,0,Corporate,First Class
12/01/2023,West,California,Technology,Phones,Apple iPhone Case,557.07,90.61,1,0.3,Corporate,Same Day
06/20/2022,Central,Illinois,Furniture,Furnishings,Advantus Wall Clock,2749.14,-84.16,14,0.5,Corporate,Same Day
01/29/2023,West,Utah,Technology,Copiers,Xerox WorkCentre Copier,2682.0,920.21,9,0.5,Home Office,First Class
07/04/2023,South,North Carolina,Technology,Phones,Samsung Galaxy Charger,2965.6,-562.97,13,0.8,Home Office,Same Day
03/08/2023,Central,Kansas,Technology,Phones,Samsung Galaxy Charger,10682.23,2605.97,11,0,Corporate,Same Day
06/13/2021,East,Pennsylvania,Office Supplies,Paper,Boise Multi-Use Paper,1816.75,560.31,10,0,Corporate,First Class
